00:00|twelve o'clock|To begin my life with the beginning of my life, I record that I was born (as I have been informed an believe) on a Friday, at twelve o'clock at night. It was remarked that the clock began to strike, and I began to cry, simultaneously.|David Copperfield |Charles Dickens 
00:00|midnight|We have heard the chimes at midnight.|Henry IV|William Shakespeare 
00:01|one minute past midnight|With the appointed execution time of one minute past midnight just seconds away, I knocked on the metal door twice. The lock turned and the door swiftly swung open.|Death at Midnight|Donald A. Cabana
00:02|Two minutes past midnight|Two minutes past midnight. With me in the lead the fourteen other men of Teams Yellow, White and Red moved out of the clearing and separated for points along the wall where they would cross over into the grounds.|Night of the Krait|Shashi Warrier
00:03|after twelve o'clock|It was after twelve o'clock when Easton came home. Ruth recognised his footsteps before he reached the house, and her heart seemed to stop beating when she heard the clang of the gate, as it closed after he had passed through.|The Ragged Trousered Philanthropists|Robert Tressell
00:03|three minutes past midnight|It was just three minutes past midnight when I last saw Archer Harrison alive. I remember, because I said it was two minutes past and he looked at his watch and said it was three minutes past.|Since Ibsen|George Jean Nathan
00:03|Three minutes after midnight.|Suddenly I felt a great stillness in the air, then a snapping of tension. I glanced at my watch. Three minutes after midnight. I was breathing normally and my pen moved freely across the page. Whatever stalked me wasn’t quite as clever as I’d feared, I thought, careful not to pause in my work.|The Historian |Elizabeth Kostova 
00:03|three minutes past midnight|It was just three minutes past midnight when I last saw Archer Harrison alive. I remember, because I said it was two minutes past and he looked at his watch and said it was three minutes past.|Since Ibsen|George Jean Nathan
00:04|four minutes past midnight|At four minutes past midnight, January 22, Admiral Lowry's armada of more than 250 ships reached the transport area off Anzio. The sea was calm, the night was black.|Anzio: Epic of Bravery|Fred Sheehan
00:04|four minutes past midnight|Ralf didn't need to look at his watch to know that it was four minutes past midnight. He knew that this was the deciding moment with every fibre of his being.|The Turnarounders and the Arbuckle Rescue|Lou Heneghan
00:05|0005h|E.M. Security, normally so scrupulous with their fucking trucks at 0005h., is nowhere around, lending weight to yet another cliché. If you asked Gately what he was feeling right this second he'd have no idea.|Infinite Jest |David Foster Wallace 
00:05|five minutes past midnight|To be more precise, it was at five minutes past midnight that he discovered the name of the man who had killed Ms. Anne Scott.|The Dead of Jericho|Colin Dexter
00:05|five minutes past midnight|I have done everything and spent every effort in getting you additional food, and I pledge to do the utmost in the future to protect you and safeguard your daily bread. I shall continue doing everything I can for you until five minutes past midnight.|Schindler's List|Thomas Keneally
00:05|five past midnight|So what train did this to her?' 'There's one at five past midnight.' 'Too early,' said Frost.|Hard Frost|R. D. Wingfield
00:06|six minutes past midnight|At six minutes past midnight, death relieved the sufferer.|West of Hell's Fringe|Glenn Shirley
00:07|seven minutes after midnight|It was seven minutes after midnight. The dog was lying on the grass in the middle of the lawn in front of Mrs Shears' house. Its eyes were closed. It looked as if it was running on its side, the way dogs run when they think they are chasing a cat in a dream.|The Curious Incident of the Dog in the Night-Time |Mark Haddon 
00:07|seven minutes past midnight|Celeste and her friends are back in school, and she asked me this morning what I knew about the Universe. She has to write a theme about it. 'Why ask me?' I said. 'You read The New York Times every day,' she said. So I told her that the Universe began as an eleven-pound strawberry which exploded at seven minutes past midnight three trillion years ago. 'I'm serious!' she said. 'All I can tell you is what I read in The New York Times,' I said.|Bluebeard|Kurt Vonnegut
00:07|seven minutes past midnight|Oh, yes. That's one of the reasons why you'll have to marry me. Professor Planish, how could you! The other reason is that it's now seven minutes past midnight - '|Gideon Planish|Sinclair Lewis
00:08|eight past midnight|"""Hour of the night!"" exclaimed the priest; ""it is day, not night, and the hour is eight past midnight!"""|The Brigantine|James Pascoe
00:09|12.09am|At 12.09am on 18 October, the cavalcade had reached the Karsaz Bridge, still ten kilometres from her destination.|The Bhutto Murder Trail: From Waziristan to GHQ|Amir Mir
00:09|nine minutes past midnight|It had to be different. They had been in the air three hours when Gorman touched his arm. 'This is it,' he said, 'two minutes!' 'Take her down,' Madden told Scofield, 'and put her on the ground in a hurry.' It was nine minutes past midnight. Scofield glanced over his shoulder, indicating the altimeter with a finger.|Flight to Enbetu|Louis L'Amour
00:10|ten minutes past midnight|It was at ten minutes past midnight. Three police cars, Alsations and a black maria arrive at the farmhouse. The farmer clad only in a jock-strap, refused them entry.|The Queue|Jonathan Barrow
00:11|eleven minutes past midnight|The first incendiaries to hit St Thomas's Hospital had splattered Riddell House at eleven minutes past midnight, from where a few hours earlier the Archbishop of Canterbury had given 'an inspiring address'.|The Longest Night|Gavin Mortimer
00:12|0 Hours, 12 Minutes|Clock time is 0 Hours, 12 Minutes, 0 Seconds. Twenty three minutes later, they have their first sight of Venus. Each lies with his Eye clapp'd to the Snout of an identical two and a half foot Gregorian reflector made by Mr Short, with Darkening-Nozzles by Mr Bird.|Mason & Dixon|Thomas Pynchon
00:12|twelve minutes past midnight|It was twelve minutes past midnight when mother and daughter saw the first lightning strike. It hit the main barn with such force the ground trembled under their feet.|Kentucky heat|Fern Michaels
00:13|12:13|It is 12:13 in the morning. My fingers do not feel like they are made of fingers; they feel like they are made of motion. I am tickling the steering wheel as I drive.|Paper Towns|John Green
00:13|thirteen minutes past midnight|'Just as I thought,' she murmured to herself. Then she slipped the book inside a plastic bag she'd brought along and put it in her raincoat pocket. Siri Holm left the Gunnerus Library at thirteen minutes past midnight. No surveillance cameras recorded her arrival or departure.|Where Monsters Dwell|Jorgen Brekke
00:13|thirteen minutes past midnight|At precisely thirteen minutes past midnight, you must dive off the Edge of the Ledge to catch the Atlantic Undercurrent|The Potion of Eternity|Sonja Chandrachud
00:14|fourteen minutes past midnight|It was exactly fourteen minutes past midnight when he completed the final call. Among the men he had reched were honourable men. Their voices would be heard by the President.|The Matarese Circle|Robert Ludlum
00:15|twelve-fifteen|At twelve-fifteen he got out of the van. He tucked the pistol under the waistband of his trousers and crossed the silent, deserted street to the Hudston house.|Watchers|Dean Koontz
00:16|sixteen minutes past midnight|At sixteen minutes past midnight, Block 4 was hit and the roof set alight.|The Longest Night|Gavin Mortimer
00:16|12.16|I sat up with a grunt, staring around, trying to see. Darkness hung like a fog in my room, and I reached out groggily for my clock. 12.16.|Eren|Simon P. Clark
00:17|seventeen minutes after twelve|Kava ordered two glasses of coffee for himself and his beloved and some cake. When the pair left, exactly seventeen minutes after twelve, the club began to buzz with excitement.|Vanvild Kava|Isaac Bashevis Singer
00:18|12.18am|21st December 1985, 12.18am [In bed] Michael doesn’t believe in Heaven or Hell. He’s got closer to death than most living people and he tells me there was no tunnel of light or dancing angels. I’m a bit disappointed, to be honest.|The Book of Lies|Mary Horlock
00:18|eighteen minutes past midnight|Then at eighteen minutes past midnight there was a moving flare of light in the gap between the lounge and the bar.|A Wanted Man|Lee Child
00:19|nineteen minutes past midnight|"The villas were all modern concrete buildings built by the Italian invaders. ""Right there,"" Hood said. The men gathered around him. It was nineteen minutes past midnight. ""That's the villa. Rommel is in there, gentlemen. Let's make it his last resting place."""|Praetorian|Thomas Gifford
00:20|twelve-twenty|Now she was kneading the little ball of hot paste on the convex margin of the bowl and I could smell the opium. There is no smell like it. Beside the bed the alarm-clock showed twelve-twenty, but already my tension was over. Pyle had diminished.|The Quiet American|Graham Greene
00:21|12.21am|Nobody had been one of Mycroft Ward's most important operatives and for sixty seconds every day, between 12.21am and 12.22am., his laptop was permitted to connect directly with the gigantic online database of self that was Mycroft Ward's mind.|The Raw Shark Texts|Steven Hall
00:22|12.22am|Nobody had been one of Mycroft Ward's most important operatives and for sixty seconds every day, between 12.21am and 12.22am., his laptop was permitted to connect directly with the gigantic online database of self that was Mycroft Ward's mind.|The Raw Shark Texts|Steven Hall
00:22|12.22am|...and 12.22am., his laptop was permitted to connect directly with the gigantic online database of self that was Mycroft Ward's mind.|The Raw Shark Texts|Steven Hall
00:23|twenty-three minutes past midnight|Oskar weighed the wristwatch in his hand, then gave the rather fine piece with its luminous dial showing twenty-three minutes past midnight to little Pinchcoal. He looked up inquiringly at his chief. Störtebeker nodded his assent. And Oskar said, as he adjusted his drum snugly for the trip home: 'Jesus will lead the way. Follow thou me!'|The Tin Drum|Günter Grass
00:24|12.24am|Sanders with Sutton as his gunner began their patrol at 12.24am, turning south towards Beachy Head at 10,000 ft.|The Longest Night|Gavin Mortimer
00:25|five-and-twenty minutes past midnight|Charlotte remembered that she had heard Gregoire go downstairs again, almost immediately after entering his bedroom, and before the servants had even bolted the house-doors for the night. He had certainly rushed off to join Therese in some coppice, whence they must have hurried away to Vieux-Bourg station which the last train to Paris quitted at five-and-twenty minutes past midnight. And it was indeed this which had taken place.|Fruitfulness |Emile Zola 
00:25|Twenty-five past midnight|I mean, look at the time! Twenty-five past midnight! It was a triumph, it really was!|The Soldier's Wife|Joanna Trollope
00:26|12.26am.|"""A Mr Dutta from King's Cross called and told me you were on your way. He said you wanted to see the arrival of yesterday's 12.26am. It'll take me a few minutes to cue up the footage. Our regular security bloke isn't here today; he's up before Haringey Magistrates' Court for gross indecency outside the headquarters of the Dagenham Girl Pipers."""|Bryant & May Off the Rails|Christopher Fowler
00:27|12:27 A.M.|In the quiet dark, I began listing the precautions I'd start taking at first light. 12:27 A.M. 12:28 A.M. I wasn't going to that hotel room.|They're Watching|Gregg Hurwitz
00:27|Twenty-seven minutes past midnight|What time is curfew, Mitchell?' 'Midnight.' 'Take a look at that pretty little Rolex you're wearing and tell me what time it is now.' Jason looked down at his watch. 'Twenty-seven minutes past midnight.'|Chasing Stanley|Deirdre Martin
00:27|twenty-seven minutes past midnight|At twenty-seven minutes past midnight, right on schedule, the storm struck and filled the night with water and electricity.|Sunrise|Jack McDevitt
00:28|Twenty-eight minutes past midnight|One night, he said to himself again. Hearing his voice inside his head reassured him that he was not alone. But, during his whole life Peter had never been alone, not truly. He pulled his hand up so that he could just see his wrist-watch without heat escaping from inside the sleeping bag. The luminous clock face read: Twenty-eight minutes past midnight.|The Moon Stealers and the Quest for the Silver Bough|Tim Flanagan
00:28|12.28|The DRINK CHEER-UP COFFEE wall clock read 12.28.|11/22/63|Stephen King
00:29|twenty-nine minutes past twelve|"""What time is it?"" asked Teeny-bits. The station agent hauled out his big silver watch, looked at it critically and announced: ""Twenty-nine minutes past twelve.” “Past twelve!"" repeated Teeny-bits. ""It can't be."""|The Mark of the Knife|Clayton H Ernst
00:29|nearly half past twelve|'This is hopeless,' he whispered. 'It's nearly half past twelve. If he was going to show, we'd have seen something by now. I think . . . are you listening to me?'|The Golem's Eye|Jonathan Stroud
00:30|half-past twelve|It was half-past twelve when I returned to the Albany as a last desperate resort. The scene of my disaster was much as I had left it. The baccarat-counters still strewed the table, with the empty glasses and the loaded ash-trays.|The Amateur Cracksman|E. W. Hornung
00:30|half past midnight|'Perhaps you would tell us your movements after the Spongg charity benefit ended.' Spongg smiled. 'Of course. I was driven home to Castle Spongg by Ffinkworth, my valet, at about half past midnight.|The Big Over Easy|Jasper Fforde
00:31|00:31|Third individual approaches unnoticed and without caution. Once within reach, individual reaches out toward subjects. Recording terminates: timecode: 00:31:02.|Zombie Apocalypse! Fightback|Stephen Jones
00:32|Thirty-two minutes past midnight|Thirty-two minutes past midnight; the way things were going I could be at it all night. Before beginning a completely new search of the dial I had a thought: maybe this safe didn't open on zero as older models did, but on a factory-set number.|Ixtapa |Everette Howard Hunt
00:33|thirty-three minutes past midnight|"""So that at twelve-thirty-three you bolted the south door?"" ""Yes,"" replied Stephen Maxie easily. ""At thirty-three minutes past midnight."""|Cover her Face|P.D. James
00:34|Thirty-four minutes past midnight|Thirty-four minutes past midnight. 'We got ten minutes to be back here.' LT didn't argue. Schoolboy knew his former trade. LT's eyes fretted over the museum. 'Not still worrying about the security, are you, because there ain't none.'|Killer Tune|Dreda Say Mitchell
00:36|thirty-six minutes past twelve|Whitaker’s frightened eyes focused on one of his many clocks. It was thirty-six minutes past twelve. His heartbeat accelerated, the reciting of the parrot incessant.|Tales of Enticement|Anthony Hulse
00:36|thirty-six minutes past midnight|Alex went back inside, noted that the time was thirty-six minutes past midnight, and dialed 9 1 1 to report that he had found a dead stranger in the driveway. Then he rinsed his mouth, blew his nose, and dug a pair of winter gloves from the bottom drawer of his bureau. He pulled the wool liners out of the leather. He wanted another look, but he did not want to take the chance of leaving his fingerprints behind.|Return To Sender|Dick Cluster
00:37|12:37 a.m.|"The clock above the door read 12:37 a.m. ""Before she went missing, she hid all the clues. For this year."""|Gone Girl|Gillian Flynn
00:37|twenty-three minutes to one|I came to the conclusion that the whole business at twenty-three minutes to one was a comedy played for my benefit! Anyone might see through the watch business: it is a common enough device in detective stories.|Murder on the Orient Express|Agatha Christie
00:38|12.38|HILDEGARDE SCHMIDT, German subject, Berth No. 8, Second Class. Motive: None. Alibi:Midnight to 2 A.M. (Vouched for by conductor and her mistress.) Went to bed. Was aroused by conductor at 12.38 approx. and went to mistress.|Murder on the Orient Express|Agatha Christie
00:39|thirty-nine minutes past twelve|Next, he remembered that the morrow of Christmas would be the twenty-seventh day of the moon, and that consequently high water would be at twenty-one minutes past three, the half-ebb at a quarter past seven, low water at thirty-three minutes past nine, and half flood at thirty-nine minutes past twelve.|Toilers of the Sea|Victor Hugo
00:40|twenty to one|We sat in the car park till twenty to one/ And now I'm engaged to Miss Joan Hunter Dunn.|A Subaltern's Love Song |John Betjeman
00:40|Twenty minutes to one|'Twenty minutes to one?' exclaimed Helen. 'My mother will certainly think we're lost. But I hate to go. It is magnificent, even if it is terrible.'|White Ashes|Sidney R. Kennedy
00:41|12:41 A.M.|The call had been made at 12:41 A.M. Sunday, just an hour or so after Thorson had apparently checked into the hotel in Phoenix.|The Poet|Michael Connelly
00:42|forty-two minutes past midnight|At forty-two minutes past midnight, Greenwich Mean Time, on April 15, 2154, The Event happened. There was no pulse of light, no explosion, no cause anyone could name. But at that moment, immortality became a reality.|Room 42|D.K. Cassidy
00:42|eighteen minutes to one|Nothing Harmon could do, though. By the time they got into the tunnel itself, it was eighteen minutes to one o'clock.|Rampage|John Sandford & Michele Cook
00:42|eighteen minutes to one|The butt had been growing warm in her fingers; now the glowing end stung her skin. She crushed the cigarette out and stood, brushing ash from her black skirt. It was eighteen minutes to one. She went to the house phone and called his room. The telephone rang and rang, but there was no answer.|Marjorie Morningstar|Herman Wouk
00:43|twelve-forty-three|Died five minutes ago, you say? he asked. His eye went to the watch on his wrist. Twelve-forty-three, he wrote on the blotter.|A Pocket Full of Rye|Agatha Christie
00:43|forty-three minutes past midnight|Seven nights after the Pope's death, the moon rose with the star Gienah her close companion. At forty-three minutes past midnight, I went into my windowless cabinet and opened the hidden compartment with a key.|The Devil's Queen|Jeanne Kalogridis
00:44|about a quarter to one|Uncle Dick protested, but we had our own way, and about a quarter to one on a bitter March night we let ourselves out and walked down to the works. For my part I would far rather have gone to bed, but after a few minutes the excitement of the proceeding began to assert itself, and I was bright and wakeful enough.|Patience Wins|George Manville Fenn
00:45|12.45|At 12.45, during a lull, Mr Yoshogi told me that owing to the war there were now many more women in England than men.|Pig and Pepper: A Comedy of Youth|David Footman
00:45|third quarter after midnight|At the thought he jumped to his feet and took down from its hook the coat in which he had left Miss Viner's letter. The clock marked the third quarter after midnight, and he knew it would make no difference if he went down to the post-box now or early the next morning; but he wanted to clear his conscience, and having found the letter he went to the door.|The Reef |Edith Wharton 
00:45|quarter to one|As he expected, there was Boris climbing out of a taxi at quarter to one in the morning. And there was the girl who wasn't Tallulah, smartly dressed, young and pretty, with the neutral-face boredom of everybody whose self-esteem was nonexistent|Great North Road|Peter F. Hamilton
00:46|about a quarter to one|This is not quite correct, however,' he added, glancing over the document. 'I wrote it rather hurriedly.' 'You see you begin, 'Whereas, at about a quarter to one on Tuesday morning an attempt was made,' and so on.|The Reigate Puzzle|Sir Arthur Conan Doyle
00:47|12:47a.m|At 12:47a.m, Uncle Ho left us forever.|Last Night I Dreamed Of Peace|Andrew X. Pham
00:48|forty-eight minutes past midnight|We rise for the shipping forecast at forty-eight minutes past midnight and set off shortly afterwards. The forecast is for a moderate breeze from the southwest, possibly strengthening to Force 5. If it occurs, it will give us a sail. For the moment there is only the lightest of breezes and the sea is still very bumpy.|Dolphins Under My Bed|Sandra Clayton
00:49|eleven minutes before one A.M.|A very unfortunate thing happened, you see. Apparently Lori Petersen called the police shortly after she got home from the hospital early Saturday morning. We learned this from one of the dispatchers on duty at the time. At eleven minutes before one A.M., a 911 operator got a call. The Petersen residence came up on the computer screen but the line was immediately disconnected.|Postmortem|Patricia Cornwell
00:50|12.50|The packing was done at 12.50; and Harris sat on the big hamper, and said he hoped nothing would be found broken. George said that if anything was broken it was broken, which reflection seemed to comfort him. He also said he was ready for bed.|Three Men in a Boat |Jerome K Jerome 
00:51|nine minutes to one|The knock on Jonathan's door came at nine minutes to one. He was awake watching the moonlight shining through the curtains as it danced on the ceiling. 'Come in!' he said. His heart beat sped up as Laikynn walked through the door.|Humanity|Linus Locke
00:51|nine minutes to one|Ines Garcia de Lopez de Santa Anna finally passed away at nine minutes to one in the morning, while staying in Puebla|Santa Anna of Mexico|Will Fowler
00:52|eight minutes to one|Its hands stood at eight minutes to one; they had stood so for an unknowable number of years before it had come into Petrovsky's possession, but he was still proud of it.|Russian Hide and Seek|Kingsley Amis
00:53|seven minutes to one|But at seven minutes to one o'clock in the morning a deafening whistling was heard, like that produced by a body of water rushing with great violence. The captain, Ned Land, and I were then on the poop, eagerly peering through the profound darkness. 'Ned Land,' asked the commander, 'you have often heard the roaring of whales?' 'Often, sir; but never such whales the sight of which brought me in two thousand dollars.|Twenty Thousand Leagues Under the Sea|Jules Verne
00:54|six minutes to one|Everybody was happy; everybody was complimentary; the ice was soon broken; songs, anecdotes, and more drinks followed, and the pregnant minutes flew. At six minutes to one, when the jollity was at its highest— BOOM! There was silence instantly.|A Double Barrelled Detective Story|Mark Twain
00:55|Five to one|He rolled one way, rolled the other, listened to the loud tick of the clock, and was asleep a minute later. Five to one in the morning. Fifty-one hours to go.|61 Hours|Lee Child
00:56|12:56 A.M.|It was 12:56 A.M. when Gerald drove up onto the grass and pulled the limousine right next to the cemetery.|Extremely Loud and Incredibly Close |Jonathan Safran Foer 
00:56|12:56|Teacher used to lie awake at night facing that clock, batting his eyelashes against his pillowcase to mimic the sound of the rolling drop action. One night, and this first night is lost in the countless later nights of compounding wonder, he discovered a game. Say the time was 12:56.|Lessons in Essence|Dana Standridge
00:57|12:57|A minute had passed, and the roller dropped a new leaf. 12:57. 12 + 57 = 69; 6 + 9 = 15; 1 + 5 = 6. 712 + 5 = 717; 71 + 7 = 78; 7 + 8 = 15; 1 + 5 = 6 again.|Lessons in Essence|Dana Standridge
00:58|0058 h|I sit down at the work desk in my room and wave my hand to bring the computer out of standby. The twenty-four-hour clock reads 0058 hours.|Waypoint Kangaroo|Curtis C. Chen
00:58|almost at one in the morning|It was downright shameless on his part to come visiting them, especially at night, almost at one in the morning, after all that had happened.|The Idiot|Fyodor Dostoyevsky
00:59|near one|It was near one before the gentlemen and ladies sought their chambers.|Jane Eyre|Charlotte Bronté
01:00|1.00 am.|1.00 am. I felt the surrounding quietness suffocating me.|Sister |Rosamund Lupton 
01:00|one o'clock|What time is it now?' she said. 'About one o'clock.' 'In the morning?' Herera's friend leered at her. 'No, there's a total eclipse of the sun.'|Freedom|Jonathan Franzen
01:00|one o'clock|What in the name of God was he doing on King's Cross station at one o'clock in the morning, with no cigarette and no home that he could reasonably expect to get into without being hacked to death by a homicidal bird?|The Long Dark Tea-time of the Soul|Douglas Adams
01:00|nearly one o'clock|I looked attentively at her, as she put that singular question to me. It was then nearly one o'clock. All I could discern distinctly by the moonlight was a colourless, youthful face, meagre and sharp to look at about the cheeks and chin; large, grave, wistfully attentive eyes; nervous, uncertain lips; and light hair of a pale, brownish-yellow hue.|The Woman in White |Wilkie Collins 
01:00|one in the morning|I'm the only one awake in this house on this night before the day that will change all our lives. Though it's already that day: the little luminous hands on my alarm clock (which I haven't set) show just gone one in the morning.|Tomorrow |Graham Swift 
01:00|One am|It was the thirtieth of May by now. One am on the thirtieth of May 1940. Quite a famous date on which to be lying awake and staring at the ceiling. Already in the creeks and tidal estuaries of England the pleasure-boats and paddle-steamers were casting their moorings for the day trip to Dunkirk. And, over on the other side, Ted stood as a good a chance as anyone else.|London Belongs to Me |Norman Collins 
01:00|one |Last night of all, When yon same star that's westward from the pole Had made his course t'illume that part of heaven Where now it burns, Marcellus and myself, The bell then beating one -|Hamlet |William Shakespeare 
01:00|one o'clock in the morning|The station was more crowded than he had expected to find it at - what was it? he looked up at the clock - one o'clock in the morning. What in the name of God was he doing on King's Cross station at one o'clock in the morning, with no cigarette and no home that he could reasonably expect to get into without being hacked to death by a homicidal bird?|The Long Dark Tea-time of the Soul |Douglas Adams 
01:00|one|Last night of all, When yon same star that's westward from the pole Had made his course t'illume that part of heaven Where now it burns, Marcellus and myself, The bell then beating one|Hamlet|William Shakespeare
01:01|one minute past one|Thus it was that at one minute past one o'clock, when a preternaturally self-respecting porter dispassionately ascertained that nothing more would be required of him till morning and shut himself out of her presence, the girl subsided upon the edge of a bed of such sybaritic character as amply to warrant the designation de luxe, and, flushed and trembling with excitement (now that she dared once again to be her natural self) and with all incredulity appropriate to the circumstances, stared at the young woman who blankly stared back from a long mirror framed in the door.|Nobody|Louis Joseph Vance
01:02|a minute or two past one|She got up and felt her way in stocking-feet to the living room; it was empty, the lamp turned low, the rocker still. The clock showed a minute or two past one.|The Make-Believers|Berry Fleming
01:02|two minutes past one|Fallon approached the gate at two minutes past one, his swagger evidence of his satisfaction at the turn of events.|Blood Before Sunrise|Amanda Bonilla
01:03|01:03|Cleveland handed it to Toronto at 01:03 EST; that's seven minutes ago. At the moment, Toronto Center reports the aircraft's position as near London, Ontario. I have more information - course, height, speed - if you want it.|Airport|Arthur Hailey
01:03|01:03 am|marleybones @ February 1 01:03 am Look, guys, we needn't go so far as to put the Peacock in the middle of the action. But even if she weren't a personal friend of Mr. Suicide's, couldn't she have gotten to know him a little while he designed her necklace? After all, a commission like that makes people rather friendly.|Fickle|Peter Manus
